NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
78	3336.461	12.29	568.368	13.42	0.018	0.975	230000.0
79	3356.894	12.402	568.247	13.56	0.019	0.974	110000.0
80	3328.549	12.315	562.298	13.468	0.019	0.974	50000.0
81	3369.927	12.411	572.761	13.516	0.019	0.974	130000.0
82	3349.635	12.278	571.566	13.419	0.018	0.975	280000.0
83	3323.459	12.297	564.319	13.447	0.019	0.974	100000.0
84	3320.55	12.203	562.147	13.291	0.018	0.975	120000.0
85	3333.26	12.201	568.728	13.343	0.018	0.975	40000.0
86	3366.166	12.365	573.044	13.623	0.019	0.973	160000.0
87	3364.461	12.263	573.429	13.394	0.018	0.975	130000.0
88	3335.457	12.38	569.973	13.534	0.019	0.974	80000.0
89	3331.723	12.21	569.867	13.438	0.018	0.975	90000.0
90	3347.816	12.303	568.064	13.513	0.018	0.974	190000.0
91	3332.494	12.313	569.409	13.467	0.019	0.975	340000.0
92	3347.359	12.351	570.016	13.531	0.019	0.974	100000.0
93	3328.484	12.369	569.126	13.579	0.019	0.974	90000.0
94	3332.854	12.154	563.879	13.275	0.018	0.976	90000.0
95	3312.713	12.29	566.276	13.542	0.019	0.974	50000.0
96	3366.675	12.445	571.771	13.646	0.019	0.973	230000.0
97	3326.178	12.244	565.512	13.408	0.018	0.974	140000.0
98	3330.814	12.335	570.482	13.572	0.019	0.974	130000.0
99	3360.897	12.386	567.5	13.519	0.019	0.974	130000.0
100	3327.104	12.231	567.753	13.469	0.018	0.974	30000.0
