NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
31	4446.973	17.517	749.137	19.651	0.046	0.927	30000.0
32	4464.326	17.711	756.116	19.887	0.048	0.926	40000.0
33	4446.417	17.5	754.393	19.821	0.047	0.925	20000.0
34	4436.085	17.591	751.802	19.86	0.048	0.924	40000.0
35	4462.751	17.794	753.11	19.912	0.048	0.925	50000.0
36	4431.63	17.556	747.174	19.659	0.047	0.926	30000.0
37	4477.656	17.698	755.246	19.81	0.048	0.926	20000.0
38	4456.346	17.584	748.679	19.758	0.047	0.926	30000.0
39	4496.77	17.599	761.225	19.848	0.047	0.925	30000.0
40	4485.59	17.775	760.47	19.982	0.048	0.924	20000.0
41	4478.38	17.786	757.739	19.923	0.048	0.925	20000.0
42	4417.952	17.524	745.809	19.71	0.048	0.925	40000.0
43	4479.919	17.713	756.072	19.813	0.048	0.927	30000.0
44	4437.304	17.536	749.249	19.763	0.048	0.925	20000.0
45	4480.22	17.796	758.543	19.906	0.048	0.924	20000.0
46	4488.667	17.802	760.637	19.983	0.048	0.925	50000.0
47	4450.375	17.716	751.623	19.833	0.048	0.925	20000.0
48	4469.59	17.641	753.31	19.866	0.047	0.925	20000.0
49	4472.241	17.795	760.079	19.903	0.048	0.925	20000.0
50	4429.105	17.598	744.847	19.661	0.047	0.926	20000.0
51	4460.849	17.586	754.597	19.833	0.047	0.925	20000.0
52	4473.232	17.701	757.989	19.944	0.048	0.924	20000.0
53	4452.421	17.572	754.454	19.791	0.047	0.926	20000.0
54	4452.249	17.557	754.102	19.775	0.047	0.926	20000.0
55	4467.369	17.735	753.952	19.947	0.048	0.923	20000.0
56	4453.715	17.652	752.262	19.84	0.048	0.925	20000.0
57	4479.637	17.624	756.835	19.873	0.048	0.924	30000.0
58	4466.478	17.688	753.463	19.924	0.048	0.924	20000.0
59	4453.284	17.69	756.052	19.964	0.048	0.923	30000.0
60	4490.883	17.766	756.231	19.914	0.048	0.925	20000.0
61	4460.553	17.616	755.386	19.731	0.047	0.926	30000.0
62	4461.092	17.634	755.514	19.906	0.048	0.924	20000.0
63	4462.865	17.748	756.769	19.976	0.049	0.923	30000.0
64	4477.903	17.603	758.453	19.895	0.047	0.925	40000.0
65	4463.904	17.762	755.812	20.027	0.048	0.924	20000.0
66	4429.222	17.558	746.459	19.749	0.047	0.925	20000.0
67	4476.631	17.645	753.834	19.721	0.047	0.927	20000.0
68	4466.858	17.69	757.283	19.978	0.049	0.924	60000.0
69	4467.382	17.595	754.164	19.782	0.047	0.926	20000.0
70	4442.1	17.621	750.845	19.912	0.048	0.924	50000.0
71	4463.439	17.656	757.213	19.862	0.048	0.926	20000.0
72	4441.67	17.695	750.567	19.8	0.048	0.925	20000.0
73	4463.363	17.653	757.597	19.915	0.047	0.925	50000.0
74	4444.982	17.549	750.207	19.776	0.047	0.926	30000.0
75	4468.498	17.739	758.968	19.891	0.048	0.925	40000.0
76	4440.608	17.604	750.015	19.764	0.047	0.925	50000.0
77	4463.785	17.637	752.482	19.841	0.047	0.925	20000.0
78	4457.32	17.573	752.969	19.839	0.047	0.925	30000.0
79	4485.432	17.88	754.436	19.967	0.048	0.925	20000.0
80	4462.768	17.719	749.003	19.815	0.048	0.926	20000.0
81	4466.43	17.821	754.681	19.885	0.049	0.925	30000.0
82	4476.656	17.773	758.703	19.967	0.048	0.925	20000.0
83	4454.123	17.668	752.615	19.857	0.048	0.925	30000.0
84	4422.237	17.469	745.923	19.703	0.047	0.925	20000.0
85	4470.957	17.637	754.254	19.847	0.047	0.925	20000.0
86	4486.983	17.648	759.115	19.926	0.047	0.925	20000.0
87	4467.202	17.535	758.062	19.797	0.047	0.926	40000.0
88	4463.164	17.685	753.628	19.808	0.048	0.926	50000.0
89	4451.055	17.667	755.097	19.844	0.047	0.925	20000.0
90	4468.337	17.615	753.289	19.843	0.047	0.925	20000.0
91	4462.029	17.721	752.954	19.896	0.048	0.924	20000.0
92	4475.738	17.599	754.823	19.889	0.047	0.924	20000.0
93	4462.352	17.739	754.44	19.898	0.049	0.925	30000.0
94	4453.498	17.612	751.891	19.767	0.047	0.926	20000.0
95	4424.137	17.646	748.358	19.8	0.048	0.925	20000.0
96	4467.147	17.733	753.278	19.868	0.048	0.925	20000.0
97	4427.085	17.554	751.911	19.862	0.048	0.925	20000.0
98	4467.671	17.676	757.793	19.972	0.048	0.924	50000.0
99	4466.92	17.642	750.887	19.764	0.047	0.926	20000.0
100	4465.565	17.588	756.458	19.845	0.047	0.925	20000.0
