NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
88	6429.645	25.039	1113.48	29.758	0.081	0.886	20000.0
89	6430.69	24.879	1117.932	29.789	0.08	0.886	40000.0
90	6427.667	24.877	1113.276	29.761	0.08	0.887	20000.0
91	6424.04	24.99	1114.034	29.935	0.081	0.884	20000.0
92	6428.83	24.82	1115.322	29.814	0.08	0.886	30000.0
93	6406.15	24.921	1111.871	29.838	0.082	0.885	20000.0
94	6442.354	24.859	1113.702	29.753	0.081	0.886	20000.0
95	6439.114	25.049	1112.635	29.918	0.082	0.884	20000.0
96	6422.107	24.988	1111.099	29.767	0.081	0.885	30000.0
97	6449.02	24.987	1118.881	29.828	0.081	0.886	30000.0
98	6455.736	25.088	1120.47	30.101	0.082	0.884	20000.0
99	6433.23	24.894	1112.283	29.907	0.08	0.886	20000.0
100	6427.581	24.869	1116.614	29.75	0.081	0.886	20000.0
